491,The Floating Borderlands: Twenty-Five Years of U.S. Hispanic Literature,Lauro Flores,9.78E+12,295977469,$18.95 ,Paperback,University of Washington Press,Dec-98,,"Peoples & Cultures - American Anthologies, American Literature Anthologies",,446
492,Classic Plays from the Negro Ensemble Company,Paul Carter Harrison,9.78E+12,822955601,$3.98 ,Paperback,University of Pittsburgh Press,Oct-95,1st Edition,"Drama, General & Miscellaneous Drama, American Literature Anthologies, Anthologies",,594
493,Mississippi Writers: An Anthology,Dorothy Abbott,9.78E+12,878054790,,Hardcover,University Press of Mississippi,Jun-91,,Literary Criticism,,
494,Bombshells: War Stories and Poems by Women on the Homefront,Missy Martin,9.78E+12,978848934,$11.85 ,Paperback,"OmniArts, LLC",7-Jan,,"United States - World War II - Homefront, Historical Biography - United States - 20th Century, Women Authors - Literature Anthologies, World War II - War Narratives, World War II - Social Aspects, War - Literary Anthologies, World War II - Personal Narrat",,163
495,At Home on the Earth: Becoming Native to Our Place,David Landis Barnhill,9.78E+12,520216849,$24.95 ,Paperback,University of California Press,Aug-99,1st Edition,"Nature, General & Miscellaneous Philosophy, American Literature Anthologies, General & Miscellaneous Literature Anthologies, Major Branches of Philosophical Study, Native North American People, Natural History, Landscape & Environment - Social Aspects",,341
496,Wines in the Wilderness: Plays by African American Women from the Harlem Renaissance to the Present,Elizabeth Brown-Guillory,9.78E+12,275935671,$27.95 ,Paperback,"Greenwood Publishing Group, Incorporated",Aug-90,,"Drama Anthologies, American Drama, Peoples & Cultures - Drama, American Literature Anthologies",840L,272
497,Stand Up Poetry: An Expanded Anthology,Charles Harper Webb,9.78E+12,877457956,$23.71 ,Paperback,University of Iowa Press,2-Jan,2,"Literary Criticism, American",,348
498,First Thought Best Thought,Allen Ginsberg,9.78E+12,159179188X,$29.95 ,Compact Disc,"Sounds True, Incorporated",4-Aug,,Literary Collections,,
499,For She Is the Tree of Life: Grandmothers Through the Eyes of Women Writers,Valerie Kack-Brice,9.78E+12,1573240370,$14.95 ,Paperback,Red Wheel/Weiser,May-96,,"Literary Criticism, General",,
500,White Lines: Writers on Cocaine,Geno Zanetti,9.78E+12,1560253789,$15.98 ,Paperback,Running Press Book Publishers,2-Dec,First Edition,"Substance Use & Abuse - Medical Aspects, Substance Use & Abuse, English & Irish Literature Anthologies, American Literature Anthologies, Drugs & Controlled Substances - Social Aspects",,352
